"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"412300 Salto do Lontra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;582,42;2069,17;10754,91;19220,64;23420,52;23400,78;22762,97;25456,11;23321,13;20776,98;27480,72;29863,10;23781,82;17080,67;23394,65;26262,25;20628,31;30009,71;21058,01;29528,82;28120,41;25102,53;30339,14;29599,36;28011,54;33865,38;29686,34;22445,42;20005,74;32024,45;32093,80;39948,24;36526,92;32823,81;35060,11;27295,68;21546,12;28851,85;27537,26;27069,28;27705,76;27264,13;61371,83;24288,06;39832,98;32352,41;34363,54;34722,14;34885,75;21834,31;32109,42;29855,50;26260,21;24359,17;23442,34;26808,62;32155,88;28047,53;27966,95;27012,71;23187,04;23392,52;31447,03;22066,91;21324,62;31690,62;36183,11;28833,79;32189,90;29537,56;32659,47;34491,27;25169,29;26383,66;22875,01;22618,38;24381,33;26211,60;19505,78;25784,34;33280,66;33003,87;22244,21;31457,13;34643,51;26822,50;28241,56;21965,17;19897,66;31903,51;25888,52;31376,27;30115,62;30529,88;35735,46;39425,17;19995,81;27792,63;29196,53;26296,87;23742,58;28631,22;23225,33;26583,95;27845,62;34230,43;25518,15;27596,62;33634,48;30408,85;20809,85;20955,47;20326,17;30592,30;28163,52;28482,65;20426,76;7511,03;-;-;-;-;-;-;-;-;-;-;-;3203877,06
"412310 Santa Amélia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;582,42;9021,48;9422,32;8869,97;9763,00;8502,89;9323,91;9992,73;9164,99;7162,34;10125,92;8151,95;9073,86;9340,02;7715,16;9511,09;8850,73;8533,29;463,21;6664,16;7072,41;7017,62;7022,62;7045,01;7014,64;7085,37;7060,68;7006,23;7114,48;-;-;7621,24;6991,69;7585,27;7710,64;8296,45;6679,64;7812,24;7140,74;9129,42;4828,91;6799,25;8119,70;4516,56;6776,08;4405,09;6463,21;5182,74;5543,19;5249,53;4556,27;5527,29;6918,92;6191,87;9272,02;2097,10;6414,81;5658,91;4400,66;7027,63;6108,03;4613,04;4916,69;5128,77;5221,05;5269,13;8611,96;2976,57;5264,84;4367,06;5535,57;5550,60;6663,54;5013,26;4805,29;5659,65;5634,28;6341,86;5793,20;4148,82;7033,06;4113,36;6302,46;6005,58;5166,60;4959,09;5477,58;5548,20;5515,49;-;5624,41;7465,19;3978,27;-;6396,26;4674,57;5563,64;5538,86;5913,63;5182,29;5488,40;3872,84;3793,22;-;-;3811,87;3793,22;3885,17;3819,19;5463,22;2220,01;3864,04;3789,86;3793,22;-;4942,90;2665,03;3813,96;-;-;3252,03;4185,05;2193,47;-;-;699,46;2014,87;688034,35
"412340 Santa Fé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;204,50;7830,49;16754,69;26288,56;27083,57;27619,54;20559,40;26068,12;23577,94;27056,45;25507,23;24659,21;19536,63;25475,24;25805,63;24558,23;24486,67;22057,71;25692,00;17830,43;20970,57;22638,41;22798,05;17617,67;22617,80;26690,77;22124,88;21110,80;21214,79;18336,20;24623,61;24390,75;22152,89;24797,57;21418,87;16767,72;13989,14;15238,72;17005,30;18058,28;12761,79;16927,48;17691,98;15183,51;17660,60;15816,81;16740,69;19346,92;15459,82;16571,78;12552,66;14778,37;9953,55;18226,53;13699,04;12266,83;16029,77;13834,27;15611,64;18980,15;7348,21;9623,08;15125,85;18266,18;15055,88;12537,24;17985,10;19468,93;11451,34;13438,48;14983,55;8878,98;13755,68;7524,01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1348751,73
"412350 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1454,39;5834,45;28171,76;40114,20;43577,94;57033,10;41980,63;55481,28;44751,13;37651,23;45998,09;37617,03;40673,94;39725,80;31659,04;35840,73;42085,01;50270,29;40919,57;57153,83;35749,05;27041,70;38056,78;15737,32;38096,48;43941,86;23885,38;32287,12;28639,91;34807,69;36480,65;36540,20;31362,48;30121,11;35404,76;18009,52;45164,65;36091,40;31905,40;35616,05;38499,18;39204,34;30741,37;38952,23;45238,41;41704,84;25259,59;20652,59;31121,86;20678,58;27131,15;40500,38;36600,36;36456,98;29395,76;32952,93;35322,17;34861,36;33530,01;37415,01;36353,45;40755,92;33348,75;33788,18;42355,35;38191,31;37675,71;29484,31;36844,60;38355,75;29358,06;30560,63;33272,99;23818,87;24195,03;29512,71;25290,72;30521,16;29228,55;34456,17;39195,60;32198,17;29269,70;27419,80;19470,98;12700,80;21031,90;20099,91;22753,36;17611,17;8889,76;-;-;-;-;15075,49;7321,16;34669,80;30659,40;34009,25;27713,26;30360,70;17263,92;21232,33;21555,73;23265,96;-;-;-;1311,90;20934,88;29007,29;32718,78;31843,56;30116,25;43553,65;35776,24;35328,11;40980,86;31809,54;38898,39;38171,78;37012,07;43219,52;31227,82;54187,31;26283,43;28528,45;22810,21;3934008,46
"412370 Santa Isabel do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;712,11;2016,33;2695,19;20560,34;21604,95;16890,28;18800,62;20253,39;26129,95;22645,26;21132,17;31715,52;20543,67;21065,40;19861,96;36564,24;27532,79;21469,16;23198,00;20607,29;23365,77;15619,17;23169,06;17358,37;14648,42;25045,40;21049,51;16878,64;22755,72;25550,42;20311,97;22682,79;21878,78;23439,96;20901,95;18906,59;25757,52;13401,75;17284,53;21247,39;19213,75;34016,16;12839,95;22384,45;27179,39;24363,21;21323,76;23501,96;25582,73;21537,84;12843,90;23479,32;17292,53;21853,40;21523,17;25030,56;20743,26;21446,29;20259,27;25898,10;24250,06;15874,51;19756,52;16451,08;18733,74;32527,13;20651,15;20992,13;16279,88;14014,74;17977,79;15937,98;13933,11;21071,56;16801,40;30787,60;22884,69;24762,31;26859,68;9456,00;15574,93;9866,32;4687,61;13971,95;15668,11;16353,94;14239,07;24785,86;15055,14;22887,66;16785,93;24291,66;14158,64;19543,15;15733,00;23964,19;21017,12;20067,06;16121,72;19464,72;18934,42;26690,30;16790,07;19221,47;25196,66;22881,72;14843,40;24296,31;18737,40;14969,53;17773,96;4180,72;4578,81;4928,16;5302,21;6801,78;3075,93;9384,44;3127,01;2814,89;5577,15;3094,85;19594,32;15498,23;16268,86;13674,06;2462,63;-;2722,37;2337227,83
"412380 Santa Izabel do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189,67;495,19;672,11;15760,84;19969,45;28700,71;26052,18;30171,75;23558,75;21411,07;25773,87;29361,27;26673,08;23854,25;29972,84;28699,41;33904,17;25182,36;26252,66;23644,64;26238,00;23002,71;28044,88;21311,92;25544,17;28746,61;18941,15;22801,10;26148,63;24006,57;21583,93;22096,90;19476,82;24661,28;-;47180,66;21624,45;21480,27;17967,34;19312,42;19296,64;21372,99;22317,17;25741,58;30605,54;32208,81;22865,36;26292,55;22376,53;20794,26;14044,45;20391,91;21379,94;25663,19;17436,69;20091,06;26409,65;19874,66;28114,94;13134,54;27250,94;10709,88;22673,76;11336,27;19910,92;17469,59;31420,19;24809,24;38251,53;31937,02;37544,20;35742,34;25848,65;24879,08;27761,22;37474,61;21934,25;35601,72;26783,27;32145,34;34900,12;53607,94;45728,98;33013,37;24613,67;23471,77;21056,46;16271,70;20903,76;17186,77;21307,20;21360,79;20540,43;21055,42;22965,63;28517,83;22362,40;19876,17;13010,79;21958,54;19115,00;15284,27;25917,64;23460,02;22104,97;14855,86;23725,70;23954,74;31020,56;16482,04;15195,44;12655,59;13494,88;9378,83;15911,87;17206,49;13613,71;15036,16;15813,95;17142,53;8346,11;17501,83;17822,96;10142,49;16416,35;14587,47;32266,75;2302,42;-;-;2876832,93
"412382 Santa Lúcia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6161,96;7000,49;5953,90;11829,50;9130,00;14782,39;7941,59;9746,63;12770,28;10194,52;11912,76;8704,65;7643,56;11445,93;9824,07;11550,97;7114,29;7372,70;8590,77;4806,42;5056,04;5311,48;6468,49;2163,24;5944,20;5131,84;4207,21;4958,36;5555,34;3201,60;681,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;233156,98
"412385 Santa Maria do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2313,00;24870,72;44663,57;33743,98;43871,70;58624,69;60340,59;61363,28;64167,01;64875,31;76251,24;61847,59;59081,22;49351,04;53663,35;42528,70;34924,49;30328,81;31810,55;31280,94;37525,72;29897,31;43019,82;31867,74;41433,40;35465,28;46168,27;52957,98;47867,58;32700,75;51091,59;40700,23;39741,87;54164,81;39650,86;50297,45;33952,45;28844,11;37645,60;41329,72;49445,63;48403,91;29988,31;51027,74;36798,74;36729,86;40364,98;49790,09;32268,44;27297,18;38694,71;28302,83;44537,21;29029,27;33980,17;28902,11;26543,76;35561,42;26649,20;25599,10;23711,50;25899,10;26746,23;22707,35;23557,01;23654,34;18622,49;24516,22;21770,48;29522,74;23583,81;14951,77;22092,38;18187,94;18072,88;20867,79;21221,37;15787,55;19259,45;17850,02;23196,10;19761,80;15809,45;9663,24;15454,81;7258,59;24676,39;23299,53;30430,44;19510,94;24448,24;31443,53;27337,28;23667,37;19847,01;20068,02;19776,62;16685,69;16402,01;11392,52;20220,56;7731,44;15259,32;9252,31;6546,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3357861,29
"412390 Santa Mariana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47727,53;67397,15;59209,31;75637,01;62748,64;55808,51;63208,40;65317,47;64167,57;85705,70;70345,33;87235,89;78560,19;67600,23;90296,30;79293,29;99062,37;79979,15;37392,63;64278,74;73546,06;71181,88;101198,27;78555,27;100620,19;97888,79;142959,82;63591,53;113366,57;121630,54;82599,20;60107,17;57097,17;77256,51;117664,54;129814,09;147908,52;109613,42;175287,47;128322,07;140994,51;144168,31;157730,91;108271,60;162641,11;186869,06;195971,87;168229,14;182806,68;156658,77;215308,95;190912,29;162307,70;180127,82;191571,94;157130,86;135902,97;232074,55;266094,26;295614,76;231692,64;218733,65;253878,36;326789,57;344038,33;314403,68;555848,85;358649,22;406301,13;337684,19;363363,01;326907,24;261675,98;411502,62;370594,31;345523,92;214507,66;158121,37;12882784,28
"412405 Santa Terezinha de Itaipu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;479,19;11366,78;78824,15;68745,58;92173,79;95122,86;94776,14;110477,35;90289,96;86157,87;92666,00;67589,70;95446,24;87297,79;71039,19;69871,31;85554,39;65214,91;99934,45;84752,46;123360,97;104001,21;114575,13;74466,89;105394,87;98326,80;80758,89;82197,15;92791,35;75383,65;86821,09;81062,80;91157,94;85091,10;100168,51;95031,22;55952,83;111204,58;66432,45;76836,67;78592,27;53599,50;65939,86;86732,14;53937,33;75832,58;26424,30;456,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3790310,19
"412400 Santana do Itararé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2775,29;3968,44;3569,76;6723,90;3945,77;2051,87;5405,92;5163,16;8407,64;6190,40;3726,43;4274,60;4374,04;8970,20;5167,01;4717,77;5747,16;3533,00;5913,34;7149,22;7790,76;5272,85;7039,50;7275,54;1499,96;5462,35;3240,97;4747,05;4946,55;9257,41;7924,05;3357,40;5371,60;5136,54;7658,00;5149,83;2697,92;5062,24;2404,95;4019,26;4092,55;3839,21;6537,74;6960,74;5875,39;6780,95;6201,03;2171,02;4031,46;4531,49;4432,40;3790,57;1318,99;4672,18;4429,31;4106,51;3794,88;5933,29;4429,56;1604,92;2062,46;5440,98;1931,36;5711,87;3861,79;9138,16;9148,71;12046,49;7091,69;10613,61;7866,42;5197,50;5157,43;3874,09;3278,29;7037,62;6829,42;4606,80;8679,99;7217,48;6569,03;8275,42;7111,28;4539,87;7440,40;3995,67;7175,01;3883,93;5496,08;19928,00;10002,40;6057,69;4575,72;7915,30;8896,30;6931,70;5337,60;6280,25;5309,08;10510,91;3060,22;8472,84;9271,73;6172,28;3534,12;4803,25;5625,79;2996,93;5308,81;3715,27;2929,38;5122,11;5051,29;5620,56;2271,34;5250,34;6881,99;6844,38;5442,29;3552,70;5365,07;6885,55;2317,26;3364,74;5690,50;4836,26;3409,18;703443,82
"412410 Santo Antônio da Platina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;561,64;1082,75;32697,54;122740,58;121786,46;206842,42;281091,90;356760,90;350379,96;336247,10;375214,63;309160,95;328288,48;336572,54;351784,06;292265,48;345011,80;252768,83;322622,53;320345,28;215708,79;355000,57;246057,18;185029,46;289465,51;241183,84;293229,22;319065,75;276781,86;316057,59;239936,25;369488,10;232532,73;241431,52;199293,76;203555,35;183142,20;182746,18;182740,04;147092,22;153901,34;180303,30;167943,33;176153,66;226062,31;223835,57;191166,38;208170,74;177937,80;178887,84;167838,53;163873,03;197174,04;187179,96;178828,80;209176,77;208858,82;164292,80;186815,50;208990,25;180155,12;231437,30;206428,93;148358,85;184800,52;221305,35;163364,82;206818,90;225547,38;190633,95;162934,75;188798,54;178984,62;175073,93;210836,96;145698,15;200783,70;203150,18;206083,30;237734,39;241594,57;239075,16;235807,99;219669,87;192508,89;225873,00;218713,41;195758,98;191089,06;187392,11;198610,20;248192,35;259986,13;267120,75;293265,95;326539,97;333815,87;318757,96;369934,98;363670,50;442032,01;373444,84;255842,30;365555,82;411559,29;291573,23;413994,87;414381,36;370075,62;294963,35;318149,57;314919,48;321661,24;398358,11;380670,96;481900,24;362369,92;307106,16;399483,31;316142,18;218105,79;390380,70;395006,32;296903,55;319377,74;370277,82;492316,61;354008,27;331686,61;210080,32;54033,90;33383823,55
"412420 Santo Antônio do Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1122,26;1086,47;-;1128,99;1747,31;1829,91;1534,00;1521,66;3484,89;2259,28;1039,13;1267,41;1654,95;410,92;353,76;221,10;268,37;353,76;902,54;766,83;444,46;533,69;664,50;995,64;265,32;221,10;176,88;265,32;686,29;353,76;816,97;1862,60;788,68;2829,60;3125,92;2660,35;3660,62;3939,79;4029,95;3175,05;6592,62;2291,58;5147,81;5131,28;3818,25;2042,81;869,38;4330,86;4265,58;4326,83;4789,57;4950,40;4356,63;5258,26;2788,51;4742,45;6147,34;3271,18;3225,46;2010,01;4086,64;6229,38;3076,71;4525,16;4542,36;4248,15;4951,87;3151,39;4668,85;3271,70;3857,89;4125,85;5053,73;5088,36;7258,73;4137,97;5314,90;7243,91;4968,20;3275,60;4500,54;2545,16;1162,67;2079,48;2519,20;1371,71;3387,00;1643,81;2479,58;1756,32;1169,94;690,80;921,54;844,67;528,22;1240,89;1623,02;3068,77;1770,69;3888,06;1637,07;2028,91;3546,50;1502,99;2966,47;2426,90;2695,30;1710,15;2860,80;2042,33;4013,45;1631,17;2271,02;2260,50;397,10;853,82;1730,19;1068,91;1035,27;716,88;-;311,76;1446,37;-;717,08;1216,70;310163,90
"412430 Santo Antônio do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1604,16;372,12;1526,69;629,46;443,40;1713,67;1813,93;582,42;501,97;1164,84;1045,63;189,67;1063,87;1164,84;-;1646,29;2777,13;955,33;996,04;1479,77;2890,12;1630,04;176,55;2912,88;1890,79;1023,91;1558,40;569,75;1634,66;1572,59;2345,32;3878,50;2488,90;1361,54;199,33;912,93;1035,22;1400,79;2818,16;2198,83;1734,33;1106,45;2674,61;894,35;537,55;375,73;1056,67;1014,69;1481,09;376,23;244,38;764,99;1281,88;582,42;3009,41;1426,95;2392,75;995,83;1270,10;970,90;949,86;814,19;-;-;-;-;-;1063,29;324,90;1042,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;606,09;175,97;446,78;218,68;582,42;-;866,17;582,42;246,89;529,22;324,90;-;-;-;-;816,27;759,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90711,62
"412440 Santo Antônio do Sudoeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7308,54;27090,21;41525,19;34840,58;46644,65;41412,96;47695,21;51024,70;45054,91;47591,40;50835,21;59288,10;43007,55;45534,89;47728,97;44005,18;38774,71;38693,50;37175,46;56764,07;47329,02;54074,40;40089,81;42405,36;36376,43;37706,77;37868,49;33674,52;29410,13;48401,90;40037,76;54092,90;58969,59;52136,70;46532,68;37800,84;41823,90;40039,65;32708,57;45691,04;35887,30;45478,15;47712,69;41362,20;50083,47;47715,60;49513,10;62656,98;55575,25;27720,10;41746,61;39350,03;46739,13;41541,29;39084,56;46831,34;49528,33;51313,68;54912,79;56949,82;66905,73;38847,29;30926,45;39848,48;38456,12;56557,50;53820,11;51165,72;47604,92;58864,14;53820,54;51317,49;46672,82;44519,54;47405,44;46647,77;29649,53;48151,98;51727,49;62701,72;55293,05;53684,52;38627,64;51285,97;41053,56;43057,65;40443,84;37682,21;47382,66;61042,60;36697,78;43063,92;57902,62;52411,17;53731,64;47552,30;55863,25;51811,60;40628,63;41331,14;37945,59;43144,42;53666,34;45032,84;50725,09;68382,56;44325,44;55995,53;46706,39;46130,45;45339,22;46026,09;37176,89;54916,36;56088,38;58206,14;42521,14;51799,00;51467,08;54603,55;33491,25;40874,83;39949,30;42359,22;39882,16;40773,89;34679,71;33040,85;25398,64;5877675,75
"412450 Santo Inácio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3313,90;23304,81;27061,61;26823,76;23894,05;23162,41;21467,39;27141,26;28863,61;27550,55;22330,75;21813,45;29524,92;24051,34;21333,76;24141,23;26265,10;23709,44;12385,75;18809,17;10860,46;9950,46;7777,35;13199,99;12626,36;11004,49;4169,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;526536,49
"412460 São Carlos do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;899,04;5516,96;5342,61;11912,18;7179,30;10952,85;6905,14;5388,73;6825,25;7339,62;3976,28;4210,51;7353,34;3500,90;8881,90;7654,65;6762,11;8824,83;3115,53;6920,70;11243,59;8147,69;8628,82;7894,67;6642,44;1730,83;2783,61;3273,64;9537,15;6572,18;9304,96;9573,06;8606,90;7960,60;8970,93;2578,14;6455,98;6118,07;7187,10;8097,01;9560,01;6065,12;14326,22;10826,59;8105,00;8562,90;5618,18;10189,35;7806,68;7911,87;8659,48;10429,97;7891,33;7901,29;6033,40;8065,96;9384,17;7280,71;5977,73;9167,21;5203,23;8842,50;4367,86;14142,33;13674,45;14056,85;13310,56;13824,11;11520,20;10173,29;7117,56;6522,62;6581,47;6172,91;7222,14;9879,85;4963,54;8662,62;10791,96;9169,54;7395,01;5982,57;6122,23;5974,22;6423,63;8602,43;7979,22;8693,61;6394,92;9023,35;6838,56;5468,96;13443,88;13118,62;8814,79;10668,28;5701,27;9824,17;7566,45;8918,08;13189,05;7678,52;12789,67;1465,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;824809,08
"412470 São Jerônimo da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12330,38;10429,88;11235,33;-;13175,47;12261,98;9331,36;10723,24;10916,86;10359,00;10907,10;10004,94;11221,67;9596,81;9796,60;9530,87;9779,25;8236,81;6692,73;7787,63;7624,36;7636,92;7012,02;7213,37;7088,35;6934,95;7437,68;9407,91;8377,49;7877,53;8062,73;8938,17;8572,83;9215,85;9192,44;9157,48;6955,53;7992,08;8805,78;7283,34;8763,44;8010,51;5978,31;7510,45;7762,59;7391,60;7706,96;7377,99;7141,39;7380,38;7859,20;7860,63;7844,19;6818,30;8204,87;8284,82;7884,79;7544,78;-;3013,52;4223,00;3574,92;2478,75;2158,60;-;2051,53;-;3621,23;-;3048,80;1061,61;1269,35;-;-;-;-;-;2445,93;-;-;-;3892,45;3077,06;3304,31;2342,47;2257,86;1516,06;2895,31;-;3353,48;4924,65;3922,49;4414,86;-;4365,97;3417,74;1368,32;1283,28;3367,08;4026,85;4346,73;3894,94;2772,74;3420,08;3199,43;-;2912,69;993,76;1520,82;1436,72;4274,71;-;-;2478,97;-;-;-;-;-;-;-;-;-;-;-;-;606358,99
"412480 São João";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600,66;7141,36;19120,98;12980,37;13985,87;22278,17;28504,78;23178,20;21293,86;25230,41;28703,04;25446,40;31725,94;23023,87;28330,46;20681,61;21694,82;10690,99;23572,03;25954,78;19082,25;14450,88;16957,18;17701,51;15247,26;12978,90;16546,40;17099,75;17260,68;19544,74;15509,47;12863,63;21585,62;24915,81;16590,44;19293,73;19739,04;20348,03;11969,04;10764,60;14829,22;12555,94;16127,93;14874,02;13574,03;18536,86;17215,02;16398,78;17651,86;15710,52;16265,46;12243,52;13671,15;15110,17;12698,98;13195,49;20459,19;11749,43;14735,90;14603,16;15652,10;11227,85;7134,31;9775,56;9180,49;11321,12;11243,98;12554,21;11604,08;10146,92;9186,56;8655,08;10961,78;7847,16;9403,15;7571,03;2223,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1222483,05
"412490 São João do Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;711,77;1810,79;309,54;309,54;1110,95;913,22;1025,38;492,08;-;2341,87;675,11;253,10;359,86;969,22;840,21;492,52;851,05;819,90;696,50;2043,06;944,05;2673,14;88,44;1610,87;1102,51;344,59;2099,98;968,43;388,37;2136,92;1977,64;3208,89;1357,09;2684,03;1340,26;800,05;2412,06;2019,07;2641,62;1126,20;709,17;805,62;1123,02;1793,36;2608,04;2750,34;2979,00;2675,17;849,69;3422,50;1270,61;221,67;1928,30;1790,90;1447,27;2756,25;3237,76;2451,69;1023,28;-;2111,73;3151,18;2495,46;1703,07;1319,42;-;1269,13;3191,65;2423,25;1361,62;1689,87;123,49;1435,68;252,19;2703,82;791,77;204,50;2962,08;1005,55;1130,94;1293,04;893,09;695,77;-;1777,53;1088,28;1534,77;563,00;1567,55;-;1413,87;978,03;1882,06;2953,64;1649,67;1772,81;366,96;-;1249,97;895,56;1154,64;3148,50;2843,85;881,55;3335,68;2081,09;-;1276,05;1174,43;427,75;1878,74;1912,55;1096,99;2407,36;3268,50;2709,96;3577,97;1482,10;3563,97;3302,67;3468,09;2758,29;3200,10;3308,79;4275,93;2611,93;199843,00
